Start,End,Distance
22189,22199,59.5
22199,22609,59.6
22609,22191,0.1
22191,22181,0.4
22181,22461,0.7
22461,22451,1.1
22451,27301,1.4
27301,27369,1.8
27369,27359,2.1
27359,27389,2.7
27389,27379,3.0
27379,22599,3.5
22599,22449,3.7
22449,22489,4.1
22489,21399,4.5
21399,21421,4.9
21421,21241,5.3
21241,09169,24.1
09169,09179,24.4
09179,09048,24.9
09048,09038,25.5
09038,08138,25.9
08138,08057,26.3
08057,08069,26.8
08069,04179,27.1
04179,02049,27.5
02049,02151,28.1
02151,02161,28.8
02161,02171,29.1
02171,03509,30.0
03509,03519,30.3
03519,03539,30.9
03539,03529,31.3
28009,28441,0.5
28441,28071,0.8
28071,28081,1.1
28081,28281,1.5
28281,28291,1.8
28291,43459,2.3
43459,43349,2.8
43349,43539,3.2
43539,43409,3.5
43409,43411,4.0
43411,43179,4.6
43179,43189,5.0
43189,43619,5.4
43619,43629,5.6
43629,42319,6.0
42319,52071,17.5
52071,52509,18.3
52509,52329,18.6
52329,72011,25.4
72011,72021,25.8
72021,72061,26.3
72061,72071,26.5
72071,84499,27.0
84499,84489,27.6
84489,84461,28.0
84461,84471,28.4
84471,84621,28.8
84621,84611,29.2
84611,84631,29.4
84631,84601,29.6
84601,84209,29.9
84209,84529,30.4
84529,84219,30.7
84219,84199,31.2
84199,84051,31.7
84051,84061,32.0
84061,84101,32.6
84101,84661,32.9
84661,84671,33.2
84671,94051,33.5
94051,94061,34.0
94061,94009,34.2
94009,94009,0.0
94009,94069,0.4
94069,94059,0.7
94059,84679,1.2
84679,84669,1.4
84669,84109,1.8
84109,84069,2.3
84069,84059,2.6
84059,84191,3.2
84191,84211,3.7
84211,84521,4.0
84521,84201,4.5
84201,84609,4.8
84609,84639,5.1
84639,84619,5.3
84619,84629,5.6
84629,84479,5.9
84479,84469,6.3
84469,84481,6.9
84481,84491,7.4
84491,72079,7.8
72079,72069,8.1
72069,72029,8.5
72029,72019,8.9
72019,52321,15.9
52321,52501,16.2
52501,52079,17.5
52079,42311,29.2
42311,43621,29.6
43621,43611,29.9
43611,43181,30.2
43181,43171,30.6
43171,43419,31.2
43419,43401,31.6
43401,43531,32.0
43531,43341,32.4
43341,43453,32.9
43453,28299,33.3
28299,28289,33.6
28289,28089,33.9
28089,28079,34.2
28079,28449,34.6
28449,28009,35.1
64009,64019,0.7
64019,63069,1.0
63069,63249,1.4
63249,63071,1.9
63071,63081,2.2
63081,63091,2.6
63091,63101,2.9
63101,62231,3.3
62231,62241,3.6
62241,71051,4.0
71051,71061,4.5
71061,71071,4.9
71071,71081,5.3
71081,71091,5.8
71091,72019,6.2
72019,83119,6.9
83119,83109,7.1
83109,82069,7.8
82069,82049,8.3
82049,82029,8.7
82029,82109,9.0
82109,81069,9.3
81069,81049,9.8
81049,81029,10.1
81029,80089,10.6
80089,80069,11.0
80069,80049,11.5
80049,80039,11.7
80039,80029,12.2
80029,01339,12.7
01339,01329,13.1
01329,01229,13.6
01229,01139,14.0
01139,01039,14.3
01039,01029,14.5
01029,04168,15.1
04168,04249,15.3
04249,05029,15.7
05029,05131,16.3
05131,06171,16.7
06171,06161,17.2
06161,06151,17.5
06151,06141,18.0
06141,10221,18.3
10221,10231,18.7
10231,10241,19.2
10241,10261,19.6
10261,10271,19.9
10271,10281,20.3
10281,10291,20.7
10291,11131,21.2
11131,11141,21.4
11141,11151,22.0
11151,11059,22.3
11059,11049,22.7
11049,11039,23.1
11039,11029,23.5
11029,11519,24.1
11519,18019,24.8
18019,15059,25.3
15059,15049,25.6
15049,15141,26.0
15141,15151,26.3
15151,15161,26.5
15161,15191,27.0
15191,15201,27.3
15201,15221,27.9
15221,16201,28.2
16201,16011,28.5
16011,16021,29.0
16021,16031,29.3
16031,16041,29.5
16041,16051,29.8
16051,16061,30.0
16061,16071,30.3
16071,16081,30.6
16081,17011,30.9
17011,17021,31.2
17021,17381,31.5
17381,17031,31.8
17031,17041,32.1
17041,17061,32.6
17061,17071,32.8
17071,20291,33.2
20291,20281,33.7
20281,20131,34.3
20131,20141,34.7
20141,20199,34.9
20199,20189,35.2
20189,20261,35.5
20261,20271,35.9
20271,28221,36.2
28221,28231,36.5
28231,28241,36.9
28241,28439,37.3
28439,28009,37.8
28009,28009,0.0
28009,28301,0.3
28301,28431,0.6
28431,28249,0.9
28249,28239,1.4
28239,28229,2.0
28229,20269,2.4
20269,20181,2.7
20181,20191,2.9
20191,20149,3.1
20149,20139,3.5
20139,20289,4.0
20289,20299,4.5
20299,17079,4.7
17079,17069,5.0
17069,17049,5.5
17049,17039,5.9
17039,17389,6.2
17389,17029,6.5
17029,17019,6.9
17019,16089,7.2
16089,16079,7.4
16079,16069,7.7
16069,16059,8.0
16059,16049,8.2
16049,16039,8.4
16039,16029,8.7
16029,16019,9.2
16019,16209,9.4
16209,15229,9.7
15229,15219,9.9
15219,15209,10.3
15209,15199,10.6
15199,15169,11.1
15169,15159,11.3
15159,15149,11.6
15149,15041,12.0
15041,15051,12.3
15051,18011,12.8
18011,11511,13.4
11511,11021,13.9
11021,11031,14.2
11031,11041,14.9
11041,11051,15.3
11051,11159,15.9
11159,11149,16.3
11149,11139,16.6
11139,10299,17.1
10299,10289,17.4
10289,10279,17.8
10279,10269,18.1
10269,10249,18.5
10249,10239,19.0
10239,10229,19.3
10229,06149,19.6
06149,06159,19.9
06159,06169,20.3
06169,06189,20.7
06189,05023,21.0
05023,04222,21.3
04222,04142,21.8
04142,01012,22.3
01012,01113,22.9
01113,01121,23.3
01121,01211,23.6
01211,01311,23.9
01311,80011,24.6
80011,80031,25.1
80031,80051,25.4
80051,80071,25.8
80071,80091,26.3
80091,81011,26.6
81011,81031,26.9
81031,81051,27.4
81051,82011,27.9
82011,82032,28.2
82032,82061,28.8
82061,83101,29.2
83101,83111,29.5
83111,72011,30.0
72011,71099,30.3
71099,71089,30.7
71089,71079,31.1
71079,71069,31.6
71069,71059,32.0
71059,62249,32.4
62249,62239,32.8
62239,63109,33.2
63109,63099,33.5
63099,63089,33.9
63089,63079,34.3
63079,63241,34.8
63241,63061,35.1
63061,64011,35.3
64011,64009,36.0
75129,75139,0.4
75139,75161,0.8
75161,75201,1.1
75201,75109,1.4
75109,75039,1.6
75039,75241,1.9
75241,75231,2.2
75231,75221,2.6
75221,75051,3.1
75051,03539,23.5
03539,03529,23.9
03529,03129,24.5
03129,03218,25.1
03218,03222,0.0
03222,03111,0.7
03111,03071,1.0
03071,03381,1.6
03381,03391,1.8
03391,75059,21.1
75059,75229,21.5
75229,75239,22.0
75239,75249,22.4
75249,75031,22.8
75031,75101,23.1
75101,75209,23.4
75209,75169,23.6
75169,75131,24.2
75131,75121,24.5
77009,77191,0.7
77191,77201,1.1
77201,77211,1.4
77211,77251,1.9
77251,77261,2.3
77261,77271,2.6
77271,77289,2.9
77289,77239,3.2
77239,77249,3.5
77249,78049,3.8
78049,77019,4.0
77019,77029,4.4
77029,77039,4.8
77039,77049,5.2
77049,77059,5.6
77059,78069,5.9
78069,78059,6.3
78059,98099,6.7
98099,98019,7.1
98019,76249,7.7
76249,76239,8.0
76239,76039,8.3
76039,76109,8.6
76109,76099,9.1
76099,76089,9.6
76089,76079,10.1
76079,75059,10.8
75059,75229,11.2
75229,75239,11.7
75239,75249,12.1
75249,75259,12.4
75259,84459,14.6
84459,84539,14.8
84539,50129,24.8
50129,50119,25.2
50119,50069,25.8
50069,40189,26.6
40189,40179,26.8
40179,09219,27.6
09219,09047,28.0
09047,09037,28.5
09037,08138,29.2
08138,08057,29.6
08057,08069,30.1
08069,04179,30.4
04179,02049,30.8
02049,02151,31.4
02151,02161,32.1
02161,02171,32.4
02171,03509,33.3
03509,03519,33.6
03519,84451,45.5
84451,75251,47.9
75251,75241,48.3
75241,75231,48.6
75231,75221,49.0
75221,75051,49.5
75051,76071,50.2
76071,76081,50.7
76081,76091,51.1
76091,76101,51.5
76101,76031,51.7
76031,76231,52.1
76231,76241,52.4
76241,98011,53.0
98011,98091,53.3
98091,78051,53.7
78051,78061,54.1
78061,77051,54.5
77051,77041,54.9
77041,77031,55.3
77031,77021,55.6
77021,77011,56.0
77011,77241,56.3
77241,77231,56.6
77231,77281,56.9
77281,77279,57.3
77279,77269,57.6
77269,77259,58.0
77259,77219,58.4
77219,77209,58.8
77209,77199,59.2
77199,77009,59.9
77009,77191,0.7
77191,77201,1.1
77201,77211,1.4
77211,77251,1.9
77251,77261,2.3
77261,77271,2.6
77271,77289,2.9
77289,77239,3.2
77239,77249,3.5
77249,78049,3.8
78049,77019,4.0
77019,77029,4.4
77029,77039,4.8
77039,77049,5.2
77049,77059,5.6
77059,78069,5.9
78069,78059,6.3
78059,98099,6.7
98099,98019,7.1
98019,50129,23.8
50129,50119,24.2
50119,50069,24.8
50069,40189,25.6
40189,40179,25.8
40179,09219,26.6
09219,09047,27.0
09047,09037,27.5
09037,08138,28.2
08138,08057,28.6
08057,08069,29.1
08069,04179,29.4
04179,02049,29.8
02049,02151,30.4
02151,02161,31.1
02161,02171,31.4
02171,03509,32.3
03509,03519,32.6
28009,28301,0.3
28301,28431,0.6
28431,28249,0.9
28249,28239,1.4
28239,28229,2.0
28229,20269,2.4
20269,20181,2.7
20181,20191,2.9
53009,53221,0.6
53221,53239,1.0
53239,53391,1.5
53391,53381,2.0
53381,53371,2.3
53371,53321,2.7
53321,53331,3.1
53331,53341,3.5
53341,53351,3.9
53351,53361,4.2
53361,53069,4.5
53069,53059,4.9
53059,53049,5.3
53049,53039,5.6
53039,53029,5.9
53029,53019,6.3
53019,51079,6.9
51079,51119,7.4
51119,41169,9.0
41169,42089,15.4
42089,42149,15.9
42149,12109,16.5
12109,12099,16.9
12099,12089,17.1
12089,12079,17.6
12079,12069,17.9
12069,17119,18.4
17119,17109,18.6
17109,17151,19.3
17151,17161,19.6
17161,17171,20.0
17171,17181,20.3
17181,20101,20.6
20101,28011,21.2
28011,28021,21.7
28021,28031,22.2
28031,28041,22.6
28041,28659,23.2
28659,28649,23.9
28649,28639,24.2
28639,28319,24.6
28319,28449,24.9
28449,28009,25.4
28009,28009,0.0
28009,28441,0.5
28441,28311,0.9
28311,28631,1.4
28631,28641,1.7
28641,28651,2.3
28651,28049,2.9
28049,28039,3.3
28039,28029,3.6
28029,28019,4.2
28019,20109,4.8
20109,17189,5.2
17189,17179,5.5
17179,17169,5.8
17169,17159,6.2
17159,17101,6.7
17101,17111,7.1
17111,12061,7.5
12061,12071,7.8
12071,12081,8.3
12081,12091,8.7
12091,12101,9.1
12101,42141,9.5
42141,42071,9.9
42071,42259,10.2
42259,41141,15.8
41141,41151,16.2
41151,40251,16.7
40251,40261,17.2
40261,51111,17.9
51111,51071,18.3
51071,53011,18.8
53011,53021,19.3
53021,53041,19.8
53041,53051,20.1
53051,53061,20.6
53061,53369,21.0
53369,53359,21.4
53359,53349,21.8
53349,53339,22.2
53339,53329,22.7
53329,53379,23.1
53379,53389,23.4
53389,53399,23.9
53399,53231,24.4
53231,53229,24.9
53229,53009,25.3
55509,55171,0.5
55171,55029,1.0
55029,55349,1.4
55349,55339,1.7
55339,55351,2.1
55351,55371,2.7
55371,55381,3.0
55381,55361,3.3
55361,55331,3.7
55331,55341,4.0
55341,55021,4.3
55021,55179,4.9
55179,55189,5.3
55189,55509,5.7
53009,53261,0.6
53261,53249,1.2
53249,54539,1.6
54539,54101,2.3
54101,66091,3.2
66091,66031,3.7
66031,66041,4.2
66041,66051,4.5
66051,66379,4.9
66379,66359,5.2
66359,62141,5.5
62141,62059,5.9
62059,62229,6.3
62229,63309,6.7
63309,63299,7.0
63299,63289,7.3
63289,63279,7.6
63279,63269,7.9
63269,63131,8.4
63131,64201,8.8
64201,64211,9.1
64211,64221,9.6
64221,64131,9.9
64131,77339,15.2
77339,77289,15.7
77289,77239,16.0
77239,77249,16.3
77249,78049,16.6
78049,77019,16.8
77019,77029,17.2
77029,77039,17.6
77039,77049,18.0
77049,77059,18.4
77059,78069,18.7
78069,78059,19.1
78059,98099,19.5
98099,98019,19.9
98019,95151,24.1
95151,95011,24.6
95011,95109,26.0
95109,95029,26.8
95029,95129,27.6
95129,95019,28.7
95019,95159,29.5
95159,98011,34.0
98011,98091,34.3
98091,78051,34.7
78051,78061,35.1
78061,77051,35.5
77051,77041,35.9
77041,77031,36.3
77031,77021,36.6
77021,77011,37.0
77011,77241,37.3
77241,77231,37.6
77231,77281,37.9
77281,77331,38.3
77331,64229,43.3
64229,64219,43.7
64219,64209,44.1
64209,63139,44.4
63139,63261,45.0
63261,63271,45.3
63271,63281,45.6
63281,63291,46.0
63291,63301,46.3
63301,62221,46.6
62221,62051,47.2
62051,62149,47.4
62149,66351,47.8
66351,66371,48.2
66371,66059,48.5
66059,66049,48.9
66049,66039,49.2
66039,66099,49.9
66099,54109,50.8
54109,54531,51.4
54531,53241,51.7
53241,53269,52.4
53269,53009,53.0
13051,13062,0.3
13062,13071,0.9
13071,13081,1.3
13081,13091,1.7
13091,13101,2.1
13101,04339,2.4
04339,04219,2.6
04219,05319,3.8
05319,03129,4.8
03129,03217,5.2
03217,03218,5.4
96129,96189,0.2
96189,96261,0.5
96261,96161,0.8
96161,96251,1.1
96251,96109,1.5
96109,85079,2.1
85079,85089,2.3
85089,85069,2.6
85069,85059,2.9
85059,85049,3.3
85049,85039,3.6
85039,85029,3.8
85029,85019,4.0
85019,94079,4.2
94079,94069,4.7
94069,94059,5.1
94059,94049,5.5
94049,94089,5.7
94089,94039,6.0
94039,93131,6.9
93131,02149,16.4
02149,02161,16.9
02161,02051,17.5
02051,02061,17.8
02061,03019,18.8
03019,03129,19.6
03129,03217,20.0
03217,03218,20.2
03218,03222,0.0
03222,03111,0.7
03111,03071,1.0
03071,03011,1.8
03011,02111,2.4
02111,02151,3.0
02151,02161,3.7
02161,93139,13.6
93139,94031,14.6
94031,94041,15.0
94041,94051,15.4
94051,94061,15.9
94061,94071,16.4
94071,85021,16.7
85021,85031,17.1
85031,85041,17.3
85041,85051,17.7
85051,85061,18.0
85061,85081,18.2
85081,85071,18.5
85071,96101,18.9
96101,96259,19.5
96259,96169,19.8
96169,96269,20.2
96269,96181,20.5
96181,96121,20.7
20201,20211,0.2
20211,20231,0.6
20231,20179,0.9
20179,20169,1.3
20169,20159,1.7
20159,20149,2.0
20149,20139,2.4
20139,20289,2.9
20289,20299,3.4
20299,17079,3.6
17079,17069,3.9
17069,17049,4.4
17049,17039,4.8
17039,17389,5.1
17389,17029,5.4
17029,17019,5.8
17019,03223,17.3
03223,03151,17.7
03151,03021,18.2
03021,03011,18.8
63219,63209,0.3
63209,63199,0.7
63199,63189,1.0
63189,63179,1.2
63179,63369,1.6
63369,66059,2.0
66059,66049,2.4
66049,66039,2.7
66039,66099,3.4
66099,03223,15.5
03223,03151,15.9
03151,03021,16.4
03021,03011,17.0
52371,52381,0.3
52381,52391,0.6
52391,52481,1.0
52481,52319,1.3
52319,52331,1.7
52331,52261,2.6
52261,52271,3.0
52271,52369,3.6
52369,03223,15.9
03223,03151,16.3
03151,03021,16.8
03021,03011,17.4
27131,27141,0.5
27141,27159,0.9
27159,27279,1.2
27279,27309,1.7
27309,22459,2.0
22459,22469,2.2
22469,03223,22.6
03223,03151,23.0
03151,03021,23.5
03021,03011,24.1
77191,77201,1.1
77201,77211,1.4
77211,77251,1.9
77251,77261,2.3
77261,77271,2.6
77271,77289,2.9
77289,77169,3.2
77169,77319,3.4
77319,77309,3.7
77309,77061,3.9
77061,78049,4.1
78049,77019,4.3
77019,77029,4.7
77029,03111,29.5
03111,03071,29.8
03071,03031,30.1
03031,03011,30.7
78169,78209,0.9
78209,78219,1.5
78219,78051,2.0
78051,78061,2.4
78061,77051,2.8
77051,77041,3.2
77041,77031,3.6
77031,03111,28.5
03111,03071,28.8
03071,03031,29.1
03031,03011,29.7
77289,77239,0.3
77239,77249,0.6
77249,78049,0.9
78049,77019,1.1
77019,77029,1.5
77029,77039,1.9
77039,77049,2.3
77049,77059,2.7
77059,78069,3.0
78069,78059,3.4
78059,98099,3.8
98099,98019,4.2
98019,95151,8.4
95151,95011,8.9
95011,95109,10.3
95109,95029,11.1
95029,95129,11.9
63261,63271,0.3
63271,63281,0.6
63281,63291,1.0
63291,63301,1.3
63301,62221,1.6
62221,62051,2.2
62051,63141,2.6
63141,66379,3.0
66379,66359,3.3
66359,62141,3.6
62141,62059,4.0
62059,62229,4.4
62229,63309,4.8
63309,63299,5.1
63299,63289,5.4
63289,63279,5.7
63279,63269,6.0
53009,53279,0.7
53279,53289,1.0
53289,53251,1.5
53251,53221,1.9
53221,53239,2.3
53239,53391,2.8
53391,53381,3.3
53381,53371,3.6
53371,53159,3.9
53159,53149,4.4
53149,53139,4.7
53139,53129,5.2
53129,53119,5.6
53119,51089,6.0
51089,51059,6.6
51059,51049,7.0
51049,51039,7.3
51039,51029,7.5
51029,51019,7.7
51019,50059,8.2
50059,50049,8.4
50049,50037,8.7
50037,50069,9.4
50069,40129,9.7
40129,40189,10.2
40189,40179,10.4
40179,09219,11.2
09219,13199,11.9
13199,13159,12.4
13159,13071,12.8
13071,13081,13.2
13081,13091,13.6
13091,13101,14.0
13101,04339,14.3
04339,04219,14.6
04219,04239,15.0
04239,05059,15.3
05059,05049,15.5
05049,05039,15.9
05039,05019,16.2
05019,10011,16.8
10011,10041,17.1
10041,10499,17.7
10499,10499,0.0
10499,10049,0.7
10049,10017,1.1
10017,05012,1.6
05012,05022,2.2
05022,04222,2.7
04222,04211,3.0
04211,04331,3.3
04331,13109,3.6
13109,13099,4.1
13099,13089,4.5
13089,13079,4.9
13079,13141,5.4
13141,13191,6.0
13191,09212,6.6
09212,40171,7.2
40171,40181,7.5
40181,40121,7.9
40121,50061,8.2
50061,50031,8.8
50031,50041,9.1
50041,50051,9.3
50051,51011,9.6
51011,51021,10.0
51021,51031,10.2
51031,51041,10.4
51041,51051,10.8
51051,51081,11.4
51081,53111,12.0
53111,53121,12.5
53121,53131,13.0
53131,53141,13.3
53141,53151,13.7
53151,53379,14.1
53379,53389,14.4
53389,53399,14.9
53399,53231,15.4
53231,53229,15.9
53229,53259,16.2
53259,53281,16.6
53281,53271,16.9
53271,53009,17.5
60221,80291,0.4
80291,80301,0.8
80301,80311,1.0
80311,80109,1.2
80109,80051,1.5
80051,80169,4.2
80169,80159,5.1
80159,02119,5.6
02119,03019,6.6
03019,03129,7.4
03129,03217,7.8
03217,03218,8.0
53009,53221,0.6
53221,53239,1.0
53239,53249,1.5
53249,54539,1.9
54539,54601,2.6
54601,54371,3.0
54371,54381,3.4
54381,54291,4.0
54291,54301,4.5
54301,66341,4.8
66341,66331,5.4
66331,66101,5.8
66101,63311,6.3
63311,63321,6.7
63321,63331,7.1
63331,63341,7.5
63341,63249,8.1
63249,63071,8.6
63071,63081,8.9
63081,63091,9.3
63091,63101,9.6
63101,62231,10.0
62231,62241,10.3
62241,71051,10.7
71051,71061,11.2
71061,71071,11.6
71071,71081,12.0
71081,71091,12.5
71091,72019,12.9
72019,83119,13.6
83119,83109,13.8
83109,83299,14.5
83299,83319,14.9
83319,83309,15.2
83309,92279,15.7
92279,92061,15.9
92061,92071,16.4
92071,92081,16.7
92081,93011,17.1
93011,93021,17.5
93021,93031,18.1
93031,93041,18.6
93041,93139,18.9
93139,94011,19.2
94011,94021,19.6
94021,94031,19.9
94031,94041,20.3
94041,94051,20.7
94051,94061,21.2
94061,94009,21.4
94009,94009,0.0
94009,94069,0.6
94069,94059,0.9
94059,94049,1.3
94049,94089,1.5
94089,94039,1.8
94039,94029,2.2
94029,94019,2.4
94019,93131,2.7
93131,93049,3.0
93049,93039,3.4
93039,93201,3.7
93201,93029,4.1
93029,93019,4.5
93019,92089,4.9
92089,92079,5.2
92079,92271,5.8
92271,83301,6.1
83301,83311,6.5
83311,83291,6.8
83291,83101,7.5
83101,83111,7.8
83111,72011,8.3
72011,71099,8.6
71099,71089,9.0
71089,71079,9.4
71079,71069,9.9
71069,71059,10.3
71059,62249,10.7
62249,62239,11.1
62239,63109,11.5
63109,63099,11.8
63099,63089,12.2
63089,63079,12.6
63079,63241,13.1
63241,63349,13.6
63349,63339,14.2
63339,63329,14.5
63329,63319,15.0
63319,66109,15.5
66109,66339,16.0
66339,66349,16.6
66349,54309,16.9
54309,54299,17.5
54299,54389,17.9
54389,54379,18.3
54379,54609,18.7
54609,54531,19.3
54531,53241,19.6
53241,53231,20.2
53231,53229,20.7
53229,53009,21.1
76279,76269,0.3
76269,76259,0.6
76259,76469,1.2
76469,76429,1.5
76429,76419,1.9
76419,76109,2.1
76109,76099,2.6
76099,76089,3.1
76089,76079,3.6
76079,03111,25.7
03111,03071,26.0
03071,03031,26.3
03031,03011,26.9
76369,76359,0.3
76359,76229,1.5
76229,76219,1.8
76219,76209,2.2
76209,76149,2.7
76149,76139,3.1
76139,76069,3.7
76069,03111,25.8
03111,03071,26.1
03071,03031,26.4
03031,03011,27.0
53009,53221,0.6
53221,53239,1.0
53239,53249,1.5
53249,54539,1.9
54539,54601,2.6
54601,54371,3.0
54371,54381,3.4
53009,53279,0.7
53279,53289,1.0
53289,53251,1.5
53251,53221,1.9
53221,53211,2.2
53211,52021,2.6
52021,52031,2.9
52031,52361,3.8
52361,52279,4.4
52279,52239,5.0
52239,52189,5.3
52189,52079,6.4
52079,50059,7.3
50059,50049,7.5
50049,50038,8.0
50038,50029,8.4
50029,50019,9.0
50019,40109,9.2
40109,40019,9.7
40019,07539,10.1
07539,07518,10.7
07518,07569,10.9
07569,01639,11.3
01639,01619,11.7
01619,02089,12.3
02089,02099,12.6
02099,02099,0.0
02099,02101,0.4
02101,02051,0.8
02051,02061,1.1
02061,01611,1.9
01611,01631,2.1
01631,07561,2.5
07561,07571,2.8
07571,07021,3.2
07021,40011,3.7
40011,40101,4.3
40101,50011,4.5
50011,50021,5.2
50021,50031,5.7
50031,50041,6.0
50041,50051,6.2
50051,51011,6.5
51011,52071,7.4
52071,52181,8.0
52181,52231,8.2
52231,52271,8.8
52271,52369,9.4
52369,52039,10.0
52039,53219,10.8
53219,53229,11.3
53229,53259,11.6
53259,53281,12.0
53281,53271,12.3
53271,53009,12.9
12169,12179,0.3
12179,12199,0.6
12199,12189,0.9
12189,12211,1.0
12211,12151,1.2
12151,12031,1.7
12031,12041,2.1
12041,12051,2.4
12051,12111,2.6
12111,03223,14.0
03223,03151,14.4
03151,03021,14.9
03021,03011,15.5
70059,70049,0.2
70049,70119,0.5
70119,70109,0.9
70109,60219,1.4
60219,03223,11.2
03223,03151,11.6
03151,03021,12.1
03021,03011,12.7
42011,42021,0.3
42021,42031,0.6
42031,42041,1.0
42041,42051,1.5
42051,42061,1.8
42061,03223,15.7
03223,03151,16.1
03151,03021,16.6
03021,03011,17.2
41119,41109,0.3
41109,11119,0.7
11119,11109,1.0
11109,11099,1.3
11099,11229,1.7
11229,11219,2.0
11219,11209,2.4
11209,13029,2.8
13029,03223,9.2
03223,03151,9.6
03151,03021,10.1
03021,03011,10.7
52471,52401,0.7
52401,52411,1.1
52411,52099,1.4
52099,50159,1.7
50159,50211,2.0
50211,50221,2.2
50221,03223,9.9
03223,03151,10.3
03151,03021,10.8
03021,03011,11.4
65221,65281,0.3
65281,65271,0.8
65271,65261,1.4
65261,65239,1.9
65239,65179,2.5
65179,65169,2.9
65169,65159,3.4
65159,65079,3.7
65079,03223,26.0
03223,03151,26.4
03151,03021,26.9
03021,03011,27.5
53009,53221,0.6
53221,53211,0.9
53211,52021,1.3
52021,52031,1.6
52031,52361,2.5
52361,52351,2.7
52351,52341,3.0
52341,52331,3.4
52331,52321,3.8
52321,52501,4.1
52501,52079,5.4
52079,50059,6.3
50059,50049,6.5
50049,50038,7.0
50038,50029,7.4
50029,50019,8.0
50019,40109,8.2
40109,40019,8.7
40019,07539,9.1
07539,07589,9.5
07589,01559,9.8
01559,01519,10.2
01519,01629,10.6
01629,01619,10.9
01619,02119,11.3
02119,03019,12.3
03019,03059,12.6
03059,03129,13.0
03129,03217,13.4
03217,05649,14.3
05649,14061,14.6
14061,14071,15.1
14071,14081,15.5
14081,14101,15.9
14101,14141,16.7
14141,14121,17.0
14121,14131,17.4
14131,14151,17.9
14151,14161,18.3
14161,14171,18.7
14171,15041,19.4
15041,15051,19.7
15051,14369,20.4
14369,14219,20.7
14219,14209,21.0
14209,14199,21.4
14199,10331,22.1
10331,10009,22.4
10009,10009,0.0
10009,10339,0.4
10339,14241,0.6
14241,14191,1.4
14191,14201,1.7
14201,14471,2.0
14471,14211,2.2
14211,18019,2.6
18019,15059,3.1
15059,15049,3.4
15049,14189,3.8
14189,14179,4.1
14179,14169,4.5
14169,14159,5.0
14159,14139,5.4
14139,14129,5.9
14129,14119,6.2
14119,14109,6.9
14109,14089,7.3
14089,14069,8.2
14069,05641,8.7
05641,03223,9.4
03223,03151,9.8
03151,03021,10.3
03021,03011,10.9
03011,02111,11.5
02111,01611,12.1
01611,01621,12.3
01621,01541,12.6
01541,07551,13.0
07551,07531,13.3
07531,40011,13.7
40011,40101,14.3
40101,50011,14.5
50011,50021,15.2
50021,50031,15.7
50031,50041,16.0
50041,50051,16.2
50051,51011,16.5
51011,52071,17.4
52071,52509,18.2
52509,52329,18.5
52329,52339,18.9
52339,52349,19.3
52349,52369,19.9
52369,52039,20.5
52039,53219,21.3
53219,53229,21.8
53229,53009,22.2
53009,53221,0.6
53221,53239,1.0
53239,53249,1.5
53249,54539,1.9
54539,54101,2.6
54101,66091,3.5
66091,66391,4.4
66391,66401,4.6
66401,66411,5.0
66411,66389,5.3
66389,62131,5.7
62131,62141,6.1
62141,62059,6.5
62059,62049,6.9
62049,62039,7.1
62039,62029,7.5
62029,62019,7.7
62019,70309,8.0
70309,70299,8.2
70299,70289,8.5
70289,70279,9.0
70279,70091,9.3
70091,70081,9.7
70081,70071,10.2
70071,71081,10.5
71081,72059,11.1
72059,72049,11.5
72049,72039,11.8
72039,84709,12.1
84709,84489,12.6
84489,75401,14.8
75401,75411,15.4
75411,75371,15.8
75371,75291,16.1
75291,75311,16.7
75311,75361,17.1
75361,75351,17.4
75351,77339,18.0
77339,77279,18.3
77279,77269,18.6
77269,77259,19.0
77259,77219,19.4
77219,77209,19.8
77209,77199,20.2
77199,77009,20.9
77009,77009,0.0
77009,77191,0.7
77191,77201,1.1
77201,77211,1.4
77211,77251,1.9
77251,77261,2.3
77261,77271,2.6
77271,77331,2.9
77331,75359,3.5
75359,75369,3.9
75369,75319,4.3
